Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
230,MS BCBS,enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,MS
MSMCD,MS Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,MS
7301,MS Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MS
512,MS Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MS
80019,MSC Medical Service Company Group Inc,yes,yes,no,enrollment,no,no,no,no,commercial,
ERA31,MSO Inc. Southern California,no,no,no,enrollment,no,no,no,,,
MTBLS,MT BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,
MCDMT,MT Medicaid,yes,yes,no,enrollment,yes,yes,no,yes,medicaid,MT
3201,MT Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MT
3001,MT Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,MT
J1641,MTS,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RP036,Multicare Connected Care,no,yes,no,enrollment,no,no,no,,commercial,
34080,Multiplan Wisconsin Preferred Provider Network,yes,yes,no,no,no,no,no,yes,commercial,
J1088,"Munford, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81883,Municipal Health Benefit Fund,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2141,Municipal Pooling Authority,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37256,Mutual Assurance Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
34192,Mutual Health Services,yes,yes,no,enrollment,yes,no,no,yes,commercial,
14165,MVP Health Plan of NY,yes,yes,no,enrollment,yes,no,no,yes,commercial,
34010,MyNexus - AETNA Home Health,yes,no,no,enrollment,no,no,no,,commercial,
34009,myNEXUS Anthem,yes,no,no,enrollment,no,no,no,,commercial,
MTAMA,MyTru Advantage,yes,yes,no,no,no,no,no,,commercial,
65085,NAA North America Administrators,yes,yes,no,enrollment,no,no,no,no,commercial,
67788,NAHGA Inc.,yes,yes,no,enrollment,no,no,no,,commercial,
53011,NALC,yes,yes,no,no,yes,no,no,yes,commercial,
L0110,NAMCIGlobal Care,yes,yes,no,no,no,no,no,yes,commercial,
J1120,"Nap Tools  (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
58182,NAPHCARE INC,yes,yes,no,no,no,no,no,yes,commercial,
31626,Nascentia Health Options,yes,yes,no,enrollment,no,no,no,yes,commercial,
45529,Nascentia Health Plus,yes,yes,no,no,no,no,no,yes,commercial,
J2318,Nassco / General Dynamics,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CB148,National Allied Workers Union Local 831,yes,yes,no,no,no,no,no,no,commercial,
J1695,"National American Insurance Co (NAICO) - CA, IL, MN, NC, OR, TN, TX",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1551,National Casualty Company,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
CX045,National Elevator Industry Benefit Plan ERA,no,no,no,enrollment,no,no,no,no,commercial,
ERA19,"National Employee Benefits Administrators, Inc. (NEBA)",no,no,no,enrollment,no,no,no,,,
J1484,National Farmers Union Property and Casualty Company - QBE DBA,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
98205,National Foundation Life Insurance,yes,yes,no,no,no,no,no,yes,commercial,
ASHC1,National General,yes,yes,no,no,no,no,no,,commercial,
87020,National Guardian Life Insurance Company,yes,yes,no,enrollment,no,no,no,no,commercial,
32620,National Interstate (TX),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1453,National Liability and Fire Insurance Company (DOI on or after 7/1/2014),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1021,"National Loss Prevention, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2174,National Senior Campuses - Erickson Senior Living,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
52104,National Telecommunications Coop,yes,yes,no,no,no,no,no,no,commercial,
52103,National Telecommunications Coop,yes,yes,no,no,no,no,no,no,commercial,
52120,National Telecommunications Cooperative Association,yes,yes,no,enrollment,no,no,no,no,commercial,
C1062,Nationwide,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J1552,Nationwide Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J4036,Nationwide National Casualty Company,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J1558,"Navistar, Inc",no,no,no,enrollment,no,yes,yes,no,workerscomp,
J1359,NBC Universal,no,yes,no,enrollment,no,yes,yes,no,workerscomp,
SB810,NC BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NC
NCMCD,NC Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,NC
11501,NC Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,NC
11502,NC Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NC
J4250,NCA Comp,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
75190,NCAS Fairfax VA,yes,yes,no,no,no,no,no,yes,commercial,
J1772,NCLM - North Carolina League of Municipalities,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
320,ND Blue Cross,yes,no,no,enrollment,yes,no,no,,bcbs,ND
820,ND Blue Shield,no,yes,no,enrollment,yes,no,no,yes,bcbs,ND
NDMCD,ND Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,
3302,ND Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,ND
760,NE BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NE
SKNE0,NE Medicaid,enrollment,enrollment,no,enrollment,enrollment,no,no,yes,medicaid,NE
5401,NE Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,NE
5402,NE Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NE
96107,Neighborhood Health Partnership of Florida,yes,yes,no,no,no,no,no,yes,commercial,FL
5047,Neighborhood Health Plan of Rhode Island,yes,yes,no,enrollment,no,no,no,no,commercial,RI
96240,Neighborhood Health Plan RI Exchange Unity Integrity,yes,yes,no,enrollment,no,no,no,yes,commercial,
R3456,Neighborhood Healthcare Pace,yes,yes,no,no,no,no,no,,commercial,
66055,Netcare Life and Health Insuranc,yes,yes,no,no,no,no,no,no,commercial,
77076,Network Health Insurance CorpMed,yes,yes,no,enrollment,no,no,no,yes,commercial,
39144,Network Health Plan of Wisconsin,yes,yes,no,enrollment,yes,no,no,yes,commercial,
NSIPA,Network Solutions IPA,no,yes,no,no,no,no,no,yes,commercial,NY
NEUEH,NEUEHEALTH,yes,yes,no,enrollment,no,no,no,,commercial,
95998,NEW AVENUES INC,yes,yes,no,no,no,no,no,yes,commercial,
NCH08,New Century Health Solutions - Vista Oncology,no,yes,no,no,no,no,no,no,commercial,
NDX99,New Directions Behavioral Health,yes,yes,no,enrollment,no,no,no,no,commercial,
98798,New Era Life,yes,yes,no,enrollment,yes,no,no,yes,commercial,
96396,New Era Life - Employee Benefit Plans,no,yes,no,no,no,no,no,yes,commercial,
ERA07,New Jersey Manufacturers (NJM) ,no,no,no,enrollment,no,no,no,,,
12122,New Jersey Manufacturing,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1048,New Jersey Manufacturing - Auto Only,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
451NM,New Mexico Health Connections,no,no,no,enrollment,no,no,no,yes,commercial,NM
J2147,New Mexico Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J3309,New York Black Car Fund (NYBCF),yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
NYL11,New York Life - Long Term Care,no,yes,no,no,no,no,no,yes,commercial,
NYDFS,New York Medical Indemnity Fund,no,enrollment,no,no,no,no,no,yes,commercial,NY
11334,New York Network Management,no,yes,no,no,no,no,no,yes,commercial,
J2331,Next Level Administration,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81085,Next Level Health,yes,yes,no,enrollment,no,no,no,yes,commercial,
55892,NextBlue of North Dakota,yes,yes,no,enrollment,yes,no,no,yes,commercial,
38225,NGS American Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
270,NH BCBS Institutional,yes,no,no,enrollment,yes,no,no,yes,bcbs,NH
770,NH BCBS Professional,no,yes,no,enrollment,yes,yes,no,yes,bcbs,NH
NHMCD,NH Medicaid,enrollment,enrollment,no,enrollment,yes,enrollment,no,yes,medicaid,NH
14312,NH Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NH
14013,NH/VT Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,
88050,NHBCAUX,enrollment,enrollment,no,no,no,no,no,yes,commercial,
NHC01,NHC Advantage ,yes,yes,no,no,no,no,no,no,commercial,MO
J2261,"Niagara Bottling, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2175,"Nike, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81264,Nippon Life Insurance Company of America,yes,yes,no,enrollment,yes,no,no,yes,commercial,
22099,NJ BCBS,enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,NJ
NJMCD,NJ Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,NJ
12401,NJ Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,NJ
12402,NJ Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NJ
J3926,NJ Property-Liability Insurance Guaranty Assoc. (NJPLIGA),yes,yes,no,enrollment,no,yes,no,,commercial,
790,NM BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NM
MC721,NM BCBS - Community Centennial,yes,yes,no,enrollment,yes,no,no,yes,medicaid,
NMMAD,NM Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,NM
4211,NM Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,NM
4202,NM Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NM
J1845,Nonprofit Insurance Trust,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1360,"Nordstrom, Inc.",no,yes,no,enrollment,no,yes,yes,no,workerscomp,
12M07,Noridian Medicare ID,no,no,no,no,yes,no,no,yes,medicare,
12M82,Noridian Medicare ND,no,no,no,no,yes,no,no,yes,medicare,
12M83,Noridian Medicare SD,no,no,no,no,yes,no,no,yes,medicare,
12M45,Noridian Medicare WA,no,no,no,no,yes,no,no,yes,medicare,
12M30,Noridian Medicare WY,no,no,no,no,yes,no,no,yes,medicare,
76112,North American Insurance Company d/b/a Oxford Life,no,no,no,enrollment,no,no,no,,,
IP079,"North American Medical Management California, Inc.",yes,yes,no,enrollment,no,no,no,yes,commercial,CA
ERA30,North American Risk Services (NARS) ,no,no,no,enrollment,no,no,no,,,
J1549,North Bay Schools Insurance Authority (NBSIA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1825,North Carolina Farm Bureau,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1906,North Carolina Guarantee Insurance Association,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1500,North Dakota Workforce Safety and Insurance (CARISK),no,enrollment,no,no,no,yes,yes,,workerscomp,ND
J1872,North East Independent School District (NEISD),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2238,North Forest Ids,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2303,North Orange County Community College District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4269,North River Insurance Company,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
17516,North Shore LIJ Healthfirst,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2356,North Star Mutual Insurance Co.,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
NEMSS,Northeast Medical Servces (NEMS),yes,yes,no,enrollment,no,no,no,yes,medicaid,CA
36347,Northern Illinois Health Plan,yes,yes,no,enrollment,no,no,no,no,commercial,
J1943,Northern Kentucky University,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
88027,Northern Nevada Trust Fund,yes,yes,no,enrollment,no,no,no,yes,commercial,
C1031,"Northland Auto - AL, CA, FL, GA, IA, KS, MA, MN, MS, MO, NE, NJ, NV, NH, ND, RI, SD, VT",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
NSA01,NorthStar Advantage,no,yes,no,no,no,no,no,no,commercial,
NWADM,Northwest Administrators,yes,yes,no,no,no,no,no,yes,commercial,
92971,Northwest Carpenters Health and Security Trust ,no,no,no,enrollment,no,no,no,,,
NWCHP,NORTHWEST COMMUNITY HEALTH PARTNERS,yes,yes,no,enrollment,no,no,no,,commercial,
36346,Northwest Suburban IPA Illinois,yes,yes,no,enrollment,no,no,no,no,commercial,
NWEST,Northwestern Medicine Physicians Network,yes,yes,no,enrollment,no,no,no,yes,commercial,
23550,Northwestern Medicine Physicians Network,yes,yes,no,enrollment,no,no,no,yes,commercial,
NWOOD,Northwood Healthcare,no,yes,no,enrollment,no,no,no,yes,,
J2186,Norwalk La Mirada Unified School District  - CA Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1089,Norwood,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
16644,Nova Healthcare Administrators I,yes,yes,no,enrollment,no,no,no,no,commercial,
J1056,Nova Pro Risk Solutions,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2254,Novare,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
71080,Novasys Health Network,no,yes,no,no,yes,no,no,yes,commercial,
265,NV BCBS,yes,yes,no,enrollment,yes,yes,no,yes,bcbs,NV
267,NV BCBS (Medicaid),no,yes,no,enrollment,no,yes,no,yes,commercial,NV
SKNV0,NV Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,NV
1312,NV Medicare Part A,enrollment,no,no,no,yes,yes,no,,medicare,NV
1302,NV Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NV
44412,NX HEALTH NETWORK,yes,yes,no,no,no,no,no,yes,commercial,
803,NY BCBS - Empire,no,yes,no,enrollment,yes,yes,no,yes,bcbs,NY
303,NY BCBS - Empire Institutional,yes,no,no,enrollment,yes,yes,no,yes,bcbs,
800,NY BCBS - Northeastern,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY
301,NY BCBS - Western,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY
246,NY BCBS - Western Medicaid,yes,yes,no,enrollment,yes,yes,no,yes,medicaid,NY
NYMCD,NY Medicaid,enrollment,enrollment,no,enrollment,enrollment,no,no,yes,medicaid,NY
NYMC2,"NY Medicaid-Medicare Crossover, Paper, Adjustments",no,no,no,enrollment,no,no,no,,,NY
13201,NY Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,
13202,NY Medicare Part B Downstate,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NY
13292,NY Medicare Part B Queens,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NY
13282,NY Medicare Part B Upstate ,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,NY
J4151,NYC Fire Department (FDNY),yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J4253,NYC Law Department,yes,yes,no,no,no,yes,yes,,workerscomp,
J4191,NYC Transit (New York MTA) - CORVEL,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
37299,Nyhart,yes,yes,no,no,no,no,no,no,commercial,
14142,NYS DOH UCP,yes,yes,no,enrollment,no,no,no,yes,medicaid,
45052,NYSIF,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1670,O'Reilly Auto Parts,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
OAKST,Oak Street Health,yes,yes,no,enrollment,no,no,no,,,
36400,Oak West Physician Association,yes,yes,no,enrollment,no,no,no,no,commercial,
J2299,Oakland Unified School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
L0140,Occular Benefits,no,yes,no,no,no,no,no,no,commercial,
J2294,Occusystems,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
OBA18,Ogden Benefits Administration (EBC),yes,yes,no,no,no,no,no,no,commercial,
332,OH BCBS Institutional,yes,no,no,enrollment,yes,no,no,yes,bcbs,OH
834,OH BCBS Professional,no,yes,no,enrollment,yes,yes,no,yes,bcbs,OH
SKOH0,OH Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,OH
15201,OH Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,
15202,OH Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,OH
34189,Ohio Health Choice PPO,yes,yes,no,no,no,no,no,yes,commercial,
74431,Ohio PPO Connect,yes,yes,no,enrollment,no,no,no,yes,commercial,
45221,OhioRISE - Aetna Better Health of Ohio,yes,yes,no,enrollment,yes,no,no,yes,medicaid,
840,OK BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,OK
OKMCD,OK Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,OK
4311,OK Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,OK
4302,OK Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,OK
71065,Oklahoma DRS Doc,yes,yes,no,enrollment,no,no,no,yes,,
24147,Old Republic Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
65074,Olympus Managed Health Care,yes,yes,no,no,no,no,no,yes,commercial,
OMNIA,OMNI Administrators,no,enrollment,no,enrollment,no,no,no,,commercial,
OMN02,Omnicare Medical Group OMNI,no,yes,no,enrollment,no,no,no,no,commercial,
20621,One Beacon,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1026,One Beacon Insurance - Auto,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
22321,One Call Medical,yes,yes,no,enrollment,no,no,no,yes,commercial,
99485,"OnLok Senior Health Services, Inc.",yes,yes,no,no,no,no,no,,commercial,
95280,Ontrak Health,no,yes,no,no,no,no,no,,,
66771,Operating Engineers Local 139 Health Benefit Fund,no,no,no,enrollment,no,no,no,,,
54154,Optima/Sentara Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
5415M,Optima/Sentara Health Plan Medicaid & Medicare ERA products,no,no,no,enrollment,no,no,no,,,
96277,OptiMed Health,yes,yes,no,no,no,no,no,no,commercial,
20133,Optimum Healthcare Inc,yes,yes,no,enrollment,no,no,no,yes,commercial,
OCN01,Optum Care Network  - CA,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
E3287,Optum Care Network of Connecticut ,yes,yes,no,no,no,no,no,yes,,CT
VACCN,"Optum VACCN Regions 1,2,3",yes,yes,no,enrollment,no,no,no,yes,commercial,
41194,OptumHealth CMC,yes,yes,no,enrollment,no,no,no,yes,commercial,
41161,OptumHealth Physical Health,yes,yes,no,enrollment,no,no,no,yes,commercial,
94564,Opus MedStrategies,yes,yes,no,no,no,no,no,no,commercial,
851,OR BCBS (Regence),yes,yes,no,enrollment,yes,no,no,yes,bcbs,OR
SKOR0,OR Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,OR
2302,OR Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,OR
J1876,Orange County Fire Authority,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
65021,Orange County Health Care Agency,no,yes,no,no,no,no,no,yes,commercial,
J1720,Oregon State Accident Insurance Fund (SAIF) Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1090,"Orica, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
13382,Orthonet - Uniformed Services Family Health Plan,no,yes,no,no,no,no,no,yes,commercial,
13383,Orthonet Aetna,yes,yes,no,enrollment,no,no,no,yes,commercial,
RP039,Oscar - Health First Health Plans,yes,yes,no,no,yes,no,no,yes,commercial,
OSCAR,Oscar Insurance,yes,yes,no,enrollment,yes,no,no,yes,commercial,
LCM10,OSF - Little Company of Mary,yes,yes,no,enrollment,no,no,no,,commercial,
OSFC9,OSF CENTRAL Healthcare,yes,yes,no,no,no,no,no,,commercial,
OSFE9,OSF EAST Healthcare,yes,yes,no,no,no,no,no,,,
62171,OSF Health Plans,yes,yes,no,no,no,no,no,no,commercial,
J1904,"OSI Group, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
6111,Oxford Health Plans,yes,yes,no,enrollment,yes,no,no,yes,commercial,
58375,P3 Health Partners Arizona,yes,yes,no,enrollment,no,no,no,yes,commercial,AZ
87068,P5 Health Plan Solutions of Utah,yes,yes,no,no,no,no,no,no,commercial,
SB865,PA BCBS - Highmark,no,enrollment,no,enrollment,yes,no,no,yes,bcbs,PA
PAMCD,PA Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,PA
12501,PA Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,PA
12502,PA Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,PA
70454,PACE CNY,no,yes,no,no,no,no,no,,commercial,NY
45114,"PACE of Southwest Michigan, Inc",yes,yes,no,enrollment,no,no,no,,commercial,
86711,PACE Southeast Michigan,yes,yes,no,enrollment,no,no,no,,commercial, 
PCFAD,Pacific Administrators,yes,yes,no,enrollment,no,no,no,,commercial,
J1808,Pacific Coast Building Products,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1913,Pacific Compensation Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1806,Pacific Dental Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1916,Pacific Gas & Electric -115,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
75309,Pacific Southwest Administrators (PSWA),yes,yes,no,enrollment,no,no,no,yes,commercial,
J1805,Pacific Sunwear,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
95959,PacifiCare,yes,yes,no,enrollment,yes,no,no,yes,commercial,
93031,PacificSource Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
20416,PacificSource Community Solutions Medicaid,yes,yes,no,enrollment,yes,no,no,yes,commercial,
93029,PacificSource Health Plans,yes,yes,no,enrollment,yes,no,no,yes,commercial,
20377,PacificSource Medicare,yes,yes,no,enrollment,no,no,no,yes,commercial,
53483,Painters Union Insurance Fund,yes,yes,no,no,no,no,no,yes,commercial,
J1475,"Paladin Managed Care Services, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37268,PALLADIAN HEALTH,no,yes,no,no,no,no,no,no,commercial,
94115,Palo Alto Medical Foundation,yes,yes,no,enrollment,no,no,no,yes,commercial,
4218,Pan American Life Insurance Group,yes,yes,no,enrollment,no,no,no,yes,commercial,
ERA39,PAN Foundation  ,no,no,no,enrollment,no,no,no,,,
J1091,Papa Johns International Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1001,Paradigm,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
58174,Paragon Benefits Inc,yes,yes,no,enrollment,no,no,no,yes,commercial,
SX158,Paramount Health,no,yes,no,enrollment,no,no,no,yes,commercial,OH
66917,Parkland Community Health Plan,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
52613,PARTNERS BEHAVIORAL HEALTH MANAGEMENT,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
