"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
67011,"Local 670 Engineers",yes,yes,no,no,no,no,no,yes,commercial,,
67022,"Local 670 Engineers VIP",yes,yes,no,no,no,no,no,,commercial,,
67012,"Local 670 VIP",yes,yes,no,no,no,no,no,yes,commercial,,
CB752,"Lockard Williams",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2211,"Loma Linda University",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
37267,"Loma Linda University Adventist",yes,yes,no,no,no,no,no,no,commercial,,
33036,"Loma Linda University Healthcare",yes,yes,no,no,no,no,no,yes,commercial,,
LNSTR,"Lone Star Medical Group PLLC",yes,yes,no,no,no,no,no,,commercial,,
45289,"Lone Star TPA",yes,yes,no,enrollment,no,no,no,no,commercial,,
J1515,"Long Beach Unified School District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4184,"Long Island Bus (New York MTA) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4185,"Long Island RR (New York MTA)  - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4355,"Long Island RR (New York MTA) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
LCO01,"Longevity Colorado",yes,yes,no,enrollment,no,no,no,,commercial,CO,
LFL01,"Longevity Florida",yes,yes,no,enrollment,no,no,no,yes,commercial,FL,
LIL01,"Longevity Illinois",yes,yes,no,enrollment,no,no,no,yes,commercial,IL,
LMI01,"Longevity Michigan",yes,yes,no,enrollment,no,no,no,,commercial,,
LNJ01,"Longevity New Jersey",yes,yes,no,enrollment,no,no,no,,commercial,NJ,
LNY01,"Longevity New York",yes,yes,no,enrollment,no,no,no,yes,commercial,NY,
LNC01,"Longevity North Carolina",yes,yes,no,enrollment,no,no,no,yes,,NC,
LOK01,"Longevity Oklahoma",yes,yes,no,enrollment,no,no,no,,commercial,OK,
J2314,"Los Angeles Community College District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4486,"Los Angeles Metropolitan Authority",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1953,"Louisiana State University",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1547,"Louisiana Workers' Compensation Corporation (LWCC)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4216,"Lowe Enterprises, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1465,"Lowe's (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
56756,"Lower Kuskokwim School District",yes,yes,no,no,no,no,no,yes,commercial,,
37175,"Loyola Physician Partners",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1081,"Lsg Sky Chefs International",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1341,"Luba Casualty Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2151,"Lubbock County / Hammerman & Gainer",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3731,"Lubbock ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
88056,"Lucent Health",yes,yes,no,no,no,no,no,yes,commercial,,
J4246,"Lumber Insurance Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1899,"Lumbermen's Underwriting Alliance",yes,yes,no,no,no,yes,yes,no,workerscomp,,
ISA12,"Lumico Life Insurance (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
J2322,"LWP Claims Solutions, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1669,"Lynwood Unified School District (CA)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3782,"M&S Blue and Gold Fleet",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
00200,"MA BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,MA,Prime
0020R,"MA BCBS ERA (Institutional)",no,no,no,enrollment,no,no,no,,,,
MAMCD,"MA Medicaid - MassHealth",yes,yes,no,enrollment,yes,no,no,yes,medicaid,MA,Prime
14211,"MA Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,MA,Prime
14212,"MA Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,MA,Prime
J1343,"Mackinaw Administrators",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
36334,"MacNeal Health Providers CHS",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1345,"Macys  (Daly City) - all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1346,"Macys (Newport Beach) - Allowed for all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1347,"Macys Corporate Services -  all states except: ID, SD, MT, VT, WY, Guam",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J4432,"Madison Oneida Herkimer Work Comp Consortium",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
56139,"MAESTRO HEALTH PLAN",yes,yes,no,enrollment,no,no,no,yes,commercial,,
0126E,"Magellan Direct ERA",no,no,no,enrollment,no,no,no,,,,
01260,"Magellan Health Services",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
11303,Magnacare,yes,yes,no,no,yes,no,no,yes,commercial,,Prime
68062,Magnolia,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
PAPER,"Mailed Paper Claim",yes,yes,no,no,no,yes,no,yes,commercial,,
J4228,"Main Event Entertainment, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
45341,"Maine Community Health Options",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J4423,"Majco, LLC DBA Big Brand Tire - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1082,"Major League Baseball 8",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4494,"Majors Mgmt, LLC DBA Marvin Hewatt Enterprises",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
35162,"Managed Care Services LLC",yes,yes,no,no,no,no,no,yes,commercial,,
MCS03,"Managed Care Systems",yes,yes,no,enrollment,no,no,no,no,commercial,,
22771,"Managed Health Network",yes,yes,no,no,yes,no,no,yes,commercial,,Prime
39186,"Managed Health Services Indiana ",yes,yes,no,enrollment,yes,no,no,yes,commercial,IN,Prime
39187,"Managed Health Services Wisconsin",yes,yes,no,enrollment,yes,no,no,yes,commercial,WI,Prime
86253,"Manhattan Life Assurance Company of America",no,no,no,enrollment,no,no,no,,,,
28148,"Manhattan Life Insurance & Annuity Company",yes,yes,no,no,enrollment,no,no,yes,commercial,,Prime
J3945,"Mansfield I.S.D.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4217,"MAPCO Express, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
46000,MAPFRE,no,enrollment,no,enrollment,no,no,no,yes,commercial,,
C1086,"MAPFRE Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
52461,"March Vision Care Inc",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J3884,"Marin General Hospital  (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3883,"Marin General Hospital/Safety National  (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3882,"Marin Municipal Water District  (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3787,"Marine Repair Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2321,Markel,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
20805,"Marrick Medical Finance LLC",no,no,no,enrollment,no,no,no,yes,commercial,,
46478,"Marrick WRx",yes,yes,no,no,no,no,no,no,commercial,,
J1431,Marriott,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2866,"Martin Marietta Materials, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
53275,"MARTINS POINT HEALTH CARE",yes,yes,no,enrollment,no,no,no,no,commercial,,
83269,"Mary Washington Health Plan",yes,yes,no,no,no,no,no,yes,commercial,VA,
76498,"Maryland Physicians Care",yes,yes,no,enrollment,yes,yes,no,yes,commercial,MD,Prime
BHOMD,"MARYLAND PUBLIC BEHAVIORAL HEALTH SYSTEM",yes,yes,no,enrollment,yes,no,no,yes,,,Prime
J3744,"Maryland Uninsured Employer's Fund - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
37121,"Mashantucket Pequot Tribal Nation",yes,yes,no,enrollment,no,no,no,yes,commercial,,
86220,"Mass Advantage",yes,yes,no,enrollment,yes,no,no,yes,commercial,MA,Prime
04293,"Mass General Brigham Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,MA,Prime
J1689,"Massachusetts Bay Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1736,"Matheson Trucking",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3871,"Mathis ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4327,"Maverik, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1083,"Maxim Crane Works",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2348,"May Trucking",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
88090,"Mayo Clinic FLGA",yes,yes,no,enrollment,no,no,no,yes,commercial,,
83028,"MBA Benefit Administrators Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
52682,"MBA TPA",yes,yes,no,no,no,no,no,yes,commercial,,
43307,"MBHP MA Behavioral Health Partnership",yes,yes,no,enrollment,yes,no,no,yes,medicaid,,Prime
J1084,"Mc DonaldS-Mcopco",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
25160,"MCA ADMINISTRATORS",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4239,"McDermott International - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1351,MCIT,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
3833R,"McLaren Advantage SNP",yes,yes,no,enrollment,no,no,no,yes,commercial,,
3833A,"McLaren Health Advantage",yes,yes,no,enrollment,no,no,no,yes,commercial,,
38338,"MCLAREN HEALTH PLAN",yes,yes,no,enrollment,no,no,no,yes,commercial,,
3833C,"McLaren Medicaid",yes,yes,no,enrollment,no,no,no,yes,medicaid,,
3833S,"McLaren Medicare Supplement",yes,yes,no,enrollment,no,no,no,yes,commercial,,
3833M,"McLaren State of Michigan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3946,"McMullen County ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
65030,"MCNA DENTAL",no,no,yes,no,no,no,no,no,commercial,,
SB690,"MD BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,MD,Prime
MDMCD,"MD Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,MD,Prime
12301,"MD Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,MD,Prime
12302,"MD Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,MD,Prime
3135M,"MDwise Healthy Indiana Plan - 2019",yes,yes,no,enrollment,no,no,no,yes,,,
3519M,"MDwise Hoosier Healthwise - 2019",yes,yes,no,enrollment,no,no,no,yes,commercial,,
MDXHI,"MDX Hawaii",yes,yes,no,enrollment,no,no,no,no,commercial,,
00180,"ME BCBS Institutional",yes,no,no,enrollment,yes,yes,no,yes,bcbs,ME,Prime
00680,"ME BCBS Professional",no,yes,no,enrollment,yes,yes,no,yes,bcbs,ME,Prime
MEMCD,"ME Medicaid",no,yes,no,enrollment,yes,no,no,yes,medicaid,ME,Prime
14011,"ME Medicare Part A - HHH",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,ME,Prime
14112,"ME Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,ME,Prime
J1478,"Meadowbrook Insurance Group",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3814,"Meadowood Resort LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3685,"Mechanical Contractors Workers' Compensation Self-Insurance Group - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
74323,"MedBen Newark OH",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
59231,MedCom,yes,yes,no,no,no,no,no,yes,commercial,,
56205,"MEDCOST BENEFIT SERVICES (MBS)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
56162,"MedCost Inc",yes,yes,no,enrollment,yes,no,no,no,commercial,,Prime
95321,Medfocus,no,yes,no,no,no,no,no,no,commercial,,
94265,Medica,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
ISA13,"Medica (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
MEDM1,"Medica Government Programs",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
78857,"MEDICA HEALTH CARE PLAN INC",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
71890,"Medica Health Plan Solutions",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
12422,Medica2,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
MAHC1,"MEDICAL ASSOCIATES HEALTH PLAN",yes,yes,no,no,no,no,no,yes,commercial,,
66039,"Medical Card Systems (MCS)",enrollment,enrollment,no,enrollment,no,no,no,,commercial,,
29076,"Medical Mutual",yes,yes,no,enrollment,yes,no,no,yes,commercial,OH,Prime
J4198,"Medical Outcome Indicators",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
62177,"Medical Reimbursements of America",yes,yes,no,no,no,no,no,yes,commercial,,
12057,"Medical Services Initiative",yes,yes,no,no,no,no,no,yes,commercial,,
MMMFL,"MEDICARE AND MUCH MORE FLORIDA INCORPORATED (MMM FLORIDA)",yes,yes,no,no,no,no,no,yes,commercial,FL,
FBM01,"MEDICARE FLORIDA BLUE",enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,,Prime
05901,"Medicare J5 National Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,,Prime
UX170,"Medicare Plus Blue MI - Institutional",yes,no,no,enrollment,yes,no,no,yes,commercial,,Prime
23160,"Medico Insurance Company",yes,yes,no,enrollment,no,no,no,no,commercial,,
95655,MediGold,yes,yes,no,enrollment,no,no,no,yes,commercial,OH,
MV440,"Mediview Sendero IdealCare",yes,yes,no,no,no,no,no,yes,commercial,,
27005,"Medova Healthcare",no,no,no,enrollment,no,no,no,,commercial,,
412MP,Medpartners,yes,yes,no,enrollment,no,no,no,no,commercial,,
35205,"MedPartners Administrative Services",yes,yes,no,enrollment,no,no,no,no,commercial,,
J1956,MEDRISK,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
62160,"MEDSOLUTIONS INCORPORATED",yes,yes,no,enrollment,no,no,no,yes,commercial,,
RP062,"MedStar Family Choice, Inc (DC)",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
RP063,"MedStar Family Choice, Inc (MD)",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1930,"Meijer Stores",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
01047,"MEMIC Casualty Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
11030,"MEMIC Indemnity Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
MHHNP,"MEMORIAL HERMANN HEALTH INSURANCE COMPANY",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3781,"Memorial Hermann TPA",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MMFMC,"MemorialCare Medical Foundation",yes,yes,no,enrollment,no,no,no,yes,,,
MMFCS,"MemorialCare Medical Foundation Cap Services",yes,yes,no,enrollment,no,no,no,,commercial,,
MMFUC,"MemorialCare Medical Foundation UCI",yes,yes,no,enrollment,no,no,no,,commercial,,
46187,"MemorialCare Select Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
33650,"Mendota Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
37050,"Mental Health Consultants Inc",yes,yes,no,no,no,no,no,yes,,,
MBAM1,"Merchant Benefit Administration",yes,yes,no,no,no,no,no,yes,commercial,,
86087,"Merchants Benefit Administration",yes,yes,no,enrollment,no,no,no,,commercial,,
IHS24,"Merchants Benefit Administration, Inc.",yes,yes,no,no,no,no,no,yes,commercial,,
C1095,"Merchants Insurance Group",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2277,"Mercury General Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1087,"Mercury Insurance Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
37264,"Mercy Benefit Administration",yes,yes,no,enrollment,no,no,no,yes,commercial,,
43185,"Mercy Benefit Administrators - Repricing",yes,yes,no,no,no,no,no,yes,commercial,,
86052,"Mercy Care Plan AHCCCS",yes,yes,no,enrollment,yes,no,no,yes,commercial,AZ,Prime
33628,"Mercy Maricopa Integrated Care",yes,yes,no,enrollment,no,no,no,yes,commercial,,
39114,MercyCare,yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2302,"Merge-Risk Mgmt IPA School District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
13189,"Meridian Health Plan Illinois",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
MHPMI,"Meridian Health Plan Michigan Complete",yes,yes,no,enrollment,no,yes,no,yes,commercial,MI,
J2379,"MERIDIAN MANAGEMENT SERVICES LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MPSAB,"Meridian PACE Solutions",yes,yes,no,enrollment,no,no,no,no,commercial,,
J4622,"Merieux NutriSciences Corporation - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
IP097,"Meritage Medical Network",yes,yes,no,enrollment,no,no,no,,commercial,CA,
64157,"Meritain Health",yes,yes,no,enrollment,no,no,no,yes,commercial,,
41124,"Meritain Health Minneapolis",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
65113,"Metcare Health Plans Inc",yes,yes,no,no,no,no,no,no,commercial,,
J3857,"Metis Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4186,"Metro North (New York MTA) - CORVEL",yes,yes,no,no,no,yes,yes,,workerscomp,,
13265,"Metro Plus Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1355,"Metropolitan Council",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1238,"Metropolitan Transit Authority of Harris County",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3315,"Mettler-Toledo (except ND, WA, WY) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
35189,"MHCC/Luminare Health",yes,yes,no,no,no,no,no,yes,,,
MIBLS,"MI BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,MI,Prime
MIBLI,"MI BCBS - Institutional Eligibility",no,no,no,no,yes,no,no,,bcbs,,Prime
MIFEP,"MI BCBS FEP",yes,yes,no,enrollment,enrollment,no,no,no,bcbs,MI,Prime
SB711,"MI Blue Care Network",yes,yes,no,enrollment,enrollment,no,no,yes,commercial,MI,Prime
MIMCD,"MI MEDICAID",enrollment,enrollment,no,enrollment,enrollment,no,no,yes,medicaid,MI,Prime
MIMC2,"MI Medicaid - BCCCP",enrollment,enrollment,no,enrollment,no,no,no,,medicaid,MI,
08201,"MI Medicare Part A",enrollment,no,no,enrollment,no,yes,no,yes,medicare,MI,
08202,"MI Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,MI,Prime
SX170,"MI Medicare Plus Blue",yes,yes,no,enrollment,enrollment,no,no,yes,commercial,MI,Prime
J3329,"Miami-Dade County (Fl) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2280,"Michael Kors",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA34,"Michigan Commercial Ins. Mutual (MCIM) ",no,no,no,enrollment,no,no,no,,commercial,,
J4487,"Michigan Commercial Insurance Mutual (MCIM)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1988,"Michigan Millers Mutual",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
22823,"Mid America Benefits",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4340,"Mid South Wire - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3779,"Middle Tennessee Medical Center",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4533,"Middlesex county Municipal Joint Insurance Fund",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
47080,"Midlands Choice Inc",yes,yes,no,no,no,no,no,yes,commercial,,
J1119,"Midwest Drywall  (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3748,"Midwest Family Advantage Insurance Co - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1051,"Midwest Family Mutual",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1685,"Midwest Family Mutual Insurance Co (Work Comp Only)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
76079,"Midwest Health Partners",yes,yes,no,no,no,no,no,yes,commercial,,
MHP77,"Midwest Health Plan",yes,yes,no,no,no,no,no,yes,commercial,,
10895,"Midwest Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA25,"Midwest Operating Engineers, Fringe Benefit Fund",no,no,no,enrollment,no,no,no,,commercial,,
ERA43,"Midwestern Insurance Alliance",no,no,no,enrollment,no,no,no,,commercial,,
J4243,"Midwestern Insurance Alliance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1482,"Millard Refrigerated",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3947,"Miller Grove ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4137,"Millerâ€™s Ale House, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MPMG1,"Mills Peninsula Medical Group (SPS - Sutter)",yes,yes,no,no,no,no,no,no,commercial,,
J2890,"Minneapolis Public School - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4414,"Minutemen OhioComp",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA42,"Mirra Health Care, LLC",no,no,no,enrollment,no,no,no,,commercial,,
STJOE,"Mission St Joseph Heritage Healt",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3328,"Mississippi Department Of Corrections - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2371,"Mississippi Department of Public Safety",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2372,"Mississippi Department of Transportation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
64084,"Mississippi Physicians Care Network",yes,yes,no,no,no,no,no,yes,commercial,,
J2373,"Mississippi School Boards WC Trust - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MSTRC,"Mississippi TrueCare",yes,yes,no,enrollment,no,no,no,yes,,,
J4464,"Mississippi Valley Insurance Cooperative (MISSVIC)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
37275,"Missoula County Medical Benefits",yes,yes,no,no,no,no,no,yes,commercial,MT,
J3815,"Missouri Employers Mutual",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4315,"Missouri Rural Services Work Comp Insured Trust (MRSWCIT) (MO only)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4653,"Mister Car Wash, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,no,,,,
J1085,"Mitchell Energy & Devel",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1692,"Mitsui Sumitomo Insurance Group - Toyota Claims Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1694,"Mitsui Sumitomo Insurance USA Inc. - Toyota Claim Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1622,MMIC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
